CLIENTNUM,Attrition_Flag,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,age_range,months_on_book_range,Credit_Limit_range,Avg_Open_To_Buy_range,Total_Amt_Chng_Q4_Q1_range,Total_Trans_Amtrange,Total_Ct_Chng_Q4_Q1_range,Avg_Utilization_Ratio_range,Total_Revolving_Bal_range,Total_Trans_Ct_range,Prediction
713217858,Existing Customer,Female,2,Uneducated,Single,Less than $40K,Blue,32,5,3,3,30-39,32-48,1438.299-2555.0,1324.5-3474.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
819352983,Existing Customer,Male,3,Unknown,Unknown,$120K +,Blue,44,5,2,2,40-49,32-48,11067.5-34516.0,9859.0-34516.0,0.631-0.736,509.999-2155.5,-0.001-0.582,0.023-0.176,1784.0-2517.0,9.999-45.0,Existing Customer
711019308,Existing Customer,Male,2,High School,Single,$60K - $80K,Blue,45,3,2,0,50-59,32-48,4549.0-11067.5,3474.0-9859.0,0.859-3.397,509.999-2155.5,0.818-3.714,0.176-0.503,1276.0-1784.0,45.0-67.0,Existing Customer
768600558,Existing Customer,Female,4,Graduate,Single,$40K - $60K,Blue,31,4,2,3,40-49,19-32,1438.299-2555.0,2.999-1324.5,0.631-0.736,509.999-2155.5,0.818-3.714,0.503-0.999,1276.0-1784.0,9.999-45.0,Existing Customer
710202783,Existing Customer,Male,2,Graduate,Married,$60K - $80K,Blue,13,3,3,3,30-39,0-18,1438.299-2555.0,2.999-1324.5,0.631-0.736,509.999-2155.5,0.702-0.818,0.503-0.999,1276.0-1784.0,9.999-45.0,Existing Customer
712899333,Existing Customer,Female,4,College,Single,Less than $40K,Blue,37,6,2,2,40-49,32-48,2555.0-4549.0,1324.5-3474.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,0.176-0.503,359.0-1276.0,9.999-45.0,Existing Customer
767036433,Existing Customer,Female,1,Graduate,Married,Less than $40K,Blue,49,5,1,0,50-59,49-72,4549.0-11067.5,3474.0-9859.0,0.859-3.397,509.999-2155.5,0.582-0.702,0.176-0.503,359.0-1276.0,9.999-45.0,Existing Customer
793473033,Existing Customer,Male,1,Graduate,Single,$60K - $80K,Blue,45,3,2,3,50-59,32-48,2555.0-4549.0,2.999-1324.5,0.859-3.397,509.999-2155.5,0.818-3.714,0.503-0.999,1784.0-2517.0,9.999-45.0,Existing Customer
721232058,Existing Customer,Male,1,Graduate,Unknown,$40K - $60K,Silver,41,6,1,3,40-49,32-48,11067.5-34516.0,9859.0-34516.0,0.859-3.397,509.999-2155.5,0.702-0.818,0.023-0.176,359.0-1276.0,9.999-45.0,Existing Customer
719443683,Attrited Customer,Male,1,Unknown,Single,$120K +,Blue,39,3,2,3,50-59,32-48,11067.5-34516.0,9859.0-34516.0,0.859-3.397,509.999-2155.5,-0.001-0.582,0.023-0.176,1784.0-2517.0,9.999-45.0,Existing Customer
715449333,Existing Customer,Female,3,Unknown,Married,$40K - $60K,Blue,47,5,2,0,50-59,32-48,1438.299-2555.0,2.999-1324.5,0.859-3.397,2155.5-3899.0,0.702-0.818,0.503-0.999,1276.0-1784.0,45.0-67.0,Existing Customer
717998058,Existing Customer,Male,0,Graduate,Single,Less than $40K,Blue,13,6,3,2,18-29,0-18,2555.0-4549.0,2.999-1324.5,-0.001-0.631,2155.5-3899.0,-0.001-0.582,0.503-0.999,1784.0-2517.0,9.999-45.0,Existing Customer
779610033,Attrited Customer,Male,1,College,Married,$80K - $120K,Blue,47,3,3,3,50-59,32-48,11067.5-34516.0,9859.0-34516.0,0.859-3.397,509.999-2155.5,-0.001-0.582,0.023-0.176,1784.0-2517.0,9.999-45.0,Attrited Customer
827332983,Existing Customer,Male,3,High School,Single,$80K - $120K,Gold,42,3,2,2,40-49,32-48,11067.5-34516.0,9859.0-34516.0,-0.001-0.631,509.999-2155.5,0.818-3.714,0.023-0.176,1784.0-2517.0,9.999-45.0,Existing Customer
721183983,Existing Customer,Male,4,High School,Married,$120K +,Blue,31,6,3,1,40-49,19-32,11067.5-34516.0,9859.0-34516.0,-0.001-0.631,509.999-2155.5,0.818-3.714,0.023-0.176,359.0-1276.0,9.999-45.0,Existing Customer
718426533,Existing Customer,Male,4,Uneducated,Divorced,$60K - $80K,Blue,32,4,1,2,40-49,32-48,4549.0-11067.5,3474.0-9859.0,-0.001-0.631,509.999-2155.5,0.582-0.702,-0.001-0.023,-0.001-359.0,9.999-45.0,Existing Customer
710698233,Existing Customer,Male,4,Graduate,Married,$80K - $120K,Blue,28,4,1,2,30-39,19-32,4549.0-11067.5,3474.0-9859.0,0.859-3.397,509.999-2155.5,0.818-3.714,0.023-0.176,359.0-1276.0,9.999-45.0,Existing Customer
780253533,Existing Customer,Female,0,Unknown,Married,Less than $40K,Blue,49,5,3,0,65+,49-72,2555.0-4549.0,2.999-1324.5,0.859-3.397,509.999-2155.5,0.818-3.714,0.503-0.999,1784.0-2517.0,9.999-45.0,Existing Customer
793581933,Existing Customer,Male,3,High School,Single,$40K - $60K,Silver,44,4,3,4,50-59,32-48,11067.5-34516.0,9859.0-34516.0,0.736-0.859,509.999-2155.5,-0.001-0.582,0.023-0.176,1276.0-1784.0,45.0-67.0,Attrited Customer
719229708,Existing Customer,Female,1,High School,Single,$40K - $60K,Blue,31,6,3,2,40-49,19-32,4549.0-11067.5,3474.0-9859.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,0.023-0.176,359.0-1276.0,9.999-45.0,Existing Customer
715158483,Existing Customer,Female,3,Graduate,Divorced,Less than $40K,Blue,40,3,2,3,40-49,32-48,2555.0-4549.0,1324.5-3474.0,0.859-3.397,509.999-2155.5,0.582-0.702,0.503-0.999,1276.0-1784.0,9.999-45.0,Existing Customer
809296308,Existing Customer,Male,2,College,Single,$80K - $120K,Blue,41,4,2,0,40-49,32-48,11067.5-34516.0,9859.0-34516.0,0.736-0.859,509.999-2155.5,0.582-0.702,0.023-0.176,1784.0-2517.0,9.999-45.0,Existing Customer
778176108,Existing Customer,Male,0,High School,Single,$60K - $80K,Blue,51,4,2,2,65+,49-72,4549.0-11067.5,3474.0-9859.0,0.631-0.736,509.999-2155.5,-0.001-0.582,0.176-0.503,1276.0-1784.0,9.999-45.0,Existing Customer
796532958,Existing Customer,Female,0,Unknown,Married,Less than $40K,Blue,53,4,3,2,50-59,49-72,4549.0-11067.5,3474.0-9859.0,0.859-3.397,509.999-2155.5,0.818-3.714,0.176-0.503,359.0-1276.0,45.0-67.0,Existing Customer
709345008,Attrited Customer,Female,2,Doctorate,Married,Unknown,Blue,39,1,2,3,50-59,32-48,1438.299-2555.0,1324.5-3474.0,0.631-0.736,509.999-2155.5,0.582-0.702,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
717049533,Existing Customer,Female,3,Doctorate,Unknown,$40K - $60K,Blue,28,5,3,0,30-39,19-32,4549.0-11067.5,3474.0-9859.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,0.176-0.503,1276.0-1784.0,9.999-45.0,Existing Customer
719366358,Existing Customer,Male,3,High School,Married,$120K +,Blue,40,6,3,2,50-59,32-48,4549.0-11067.5,3474.0-9859.0,0.631-0.736,509.999-2155.5,0.582-0.702,0.176-0.503,1276.0-1784.0,9.999-45.0,Existing Customer
721417233,Attrited Customer,Male,2,Graduate,Married,$60K - $80K,Blue,25,3,5,3,40-49,19-32,1438.299-2555.0,1324.5-3474.0,0.631-0.736,509.999-2155.5,-0.001-0.582,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
711622683,Existing Customer,Male,4,Unknown,Single,$60K - $80K,Blue,30,4,3,3,40-49,19-32,4549.0-11067.5,3474.0-9859.0,0.859-3.397,509.999-2155.5,-0.001-0.582,0.176-0.503,1276.0-1784.0,9.999-45.0,Existing Customer
714578283,Existing Customer,Male,1,Graduate,Married,$60K - $80K,Blue,37,6,3,0,40-49,32-48,1438.299-2555.0,1324.5-3474.0,0.859-3.397,509.999-2155.5,0.818-3.714,-0.001-0.023,-0.001-359.0,9.999-45.0,Existing Customer
769574883,Existing Customer,Male,2,High School,Married,$40K - $60K,Blue,32,3,1,3,40-49,32-48,11067.5-34516.0,9859.0-34516.0,0.859-3.397,509.999-2155.5,-0.001-0.582,0.176-0.503,1784.0-2517.0,9.999-45.0,Existing Customer
717643608,Existing Customer,Male,4,College,Married,$80K - $120K,Blue,36,3,3,2,40-49,32-48,11067.5-34516.0,9859.0-34516.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,0.023-0.176,1276.0-1784.0,9.999-45.0,Existing Customer
709198158,Existing Customer,Female,4,Graduate,Single,Less than $40K,Blue,36,6,2,0,50-59,32-48,2555.0-4549.0,2.999-1324.5,-0.001-0.631,509.999-2155.5,-0.001-0.582,0.503-0.999,1784.0-2517.0,45.0-67.0,Existing Customer
712419708,Existing Customer,Female,2,Post-Graduate,Married,Less than $40K,Blue,48,6,1,2,50-59,32-48,4549.0-11067.5,1324.5-3474.0,0.859-3.397,2155.5-3899.0,0.582-0.702,0.176-0.503,1784.0-2517.0,45.0-67.0,Existing Customer
709103358,Existing Customer,Female,2,College,Single,Less than $40K,Blue,36,6,3,3,30-39,32-48,4549.0-11067.5,3474.0-9859.0,-0.001-0.631,509.999-2155.5,0.818-3.714,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
716966808,Existing Customer,Male,1,Graduate,Married,$80K - $120K,Blue,37,6,3,3,40-49,32-48,11067.5-34516.0,9859.0-34516.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,0.023-0.176,1276.0-1784.0,9.999-45.0,Existing Customer
772264383,Existing Customer,Male,2,Graduate,Single,$120K +,Blue,33,4,1,3,40-49,32-48,11067.5-34516.0,9859.0-34516.0,0.859-3.397,509.999-2155.5,-0.001-0.582,-0.001-0.023,-0.001-359.0,45.0-67.0,Attrited Customer
721057758,Existing Customer,Female,1,Unknown,Married,Unknown,Blue,47,4,2,3,65+,32-48,1438.299-2555.0,1324.5-3474.0,0.859-3.397,509.999-2155.5,0.818-3.714,-0.001-0.023,-0.001-359.0,9.999-45.0,Existing Customer
769137108,Attrited Customer,Female,2,Post-Graduate,Married,Less than $40K,Blue,37,3,3,1,40-49,32-48,1438.299-2555.0,1324.5-3474.0,0.859-3.397,509.999-2155.5,-0.001-0.582,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
717640083,Attrited Customer,Male,1,High School,Married,$60K - $80K,Blue,36,3,2,3,50-59,32-48,4549.0-11067.5,3474.0-9859.0,0.736-0.859,509.999-2155.5,-0.001-0.582,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
716445783,Existing Customer,Female,2,Uneducated,Married,Unknown,Blue,31,4,2,0,40-49,19-32,11067.5-34516.0,9859.0-34516.0,0.736-0.859,509.999-2155.5,0.818-3.714,-0.001-0.023,-0.001-359.0,9.999-45.0,Existing Customer
708579633,Existing Customer,Male,4,Unknown,Divorced,$40K - $60K,Gold,28,4,2,2,40-49,19-32,11067.5-34516.0,9859.0-34516.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,0.023-0.176,1784.0-2517.0,9.999-45.0,Existing Customer
718715583,Existing Customer,Male,2,Unknown,Married,Less than $40K,Blue,56,4,2,4,65+,49-72,1438.299-2555.0,2.999-1324.5,0.736-0.859,509.999-2155.5,0.582-0.702,0.176-0.503,359.0-1276.0,9.999-45.0,Existing Customer
778686408,Existing Customer,Male,1,College,Married,$60K - $80K,Blue,29,4,3,2,40-49,19-32,11067.5-34516.0,9859.0-34516.0,0.859-3.397,509.999-2155.5,0.818-3.714,0.023-0.176,359.0-1276.0,45.0-67.0,Existing Customer
715015683,Existing Customer,Male,2,Graduate,Single,$40K - $60K,Blue,34,5,3,1,40-49,32-48,4549.0-11067.5,1324.5-3474.0,0.736-0.859,509.999-2155.5,0.582-0.702,0.176-0.503,1784.0-2517.0,9.999-45.0,Existing Customer
805254708,Existing Customer,Female,4,Unknown,Married,Unknown,Blue,31,5,2,0,30-39,19-32,11067.5-34516.0,9859.0-34516.0,0.859-3.397,2155.5-3899.0,0.702-0.818,0.023-0.176,359.0-1276.0,45.0-67.0,Existing Customer
710462433,Existing Customer,Male,4,Graduate,Single,$60K - $80K,Blue,30,6,2,2,40-49,19-32,11067.5-34516.0,9859.0-34516.0,0.859-3.397,509.999-2155.5,0.818-3.714,0.023-0.176,359.0-1276.0,9.999-45.0,Existing Customer
721342383,Existing Customer,Male,2,Graduate,Married,$80K - $120K,Blue,34,6,3,2,30-39,32-48,11067.5-34516.0,9859.0-34516.0,0.859-3.397,509.999-2155.5,0.818-3.714,-0.001-0.023,-0.001-359.0,9.999-45.0,Existing Customer
720179883,Existing Customer,Male,4,College,Unknown,$80K - $120K,Blue,25,3,3,1,40-49,19-32,1438.299-2555.0,1324.5-3474.0,0.631-0.736,509.999-2155.5,0.582-0.702,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
794977533,Attrited Customer,Male,0,High School,Married,$60K - $80K,Blue,56,3,3,2,65+,49-72,4549.0-11067.5,3474.0-9859.0,0.736-0.859,509.999-2155.5,-0.001-0.582,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
779445108,Existing Customer,Male,0,Graduate,Single,$40K - $60K,Blue,13,6,1,2,18-29,0-18,2555.0-4549.0,1324.5-3474.0,-0.001-0.631,2155.5-3899.0,-0.001-0.582,0.176-0.503,1276.0-1784.0,45.0-67.0,Existing Customer
718193958,Existing Customer,Male,0,Uneducated,Single,Less than $40K,Blue,53,5,3,2,65+,49-72,1438.299-2555.0,2.999-1324.5,0.631-0.736,509.999-2155.5,0.582-0.702,0.503-0.999,1276.0-1784.0,45.0-67.0,Existing Customer
710955633,Existing Customer,Female,3,Doctorate,Single,Less than $40K,Blue,42,6,1,0,50-59,32-48,4549.0-11067.5,3474.0-9859.0,0.736-0.859,509.999-2155.5,0.702-0.818,0.176-0.503,1784.0-2517.0,9.999-45.0,Existing Customer
716149383,Existing Customer,Male,0,Graduate,Married,$60K - $80K,Blue,36,6,3,3,65+,32-48,2555.0-4549.0,1324.5-3474.0,0.631-0.736,509.999-2155.5,-0.001-0.582,0.176-0.503,359.0-1276.0,45.0-67.0,Existing Customer
752604633,Attrited Customer,Male,2,College,Married,$40K - $60K,Blue,50,2,5,3,50-59,49-72,4549.0-11067.5,3474.0-9859.0,0.736-0.859,509.999-2155.5,-0.001-0.582,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
713889933,Existing Customer,Male,0,Graduate,Single,$40K - $60K,Blue,48,4,2,2,50-59,32-48,1438.299-2555.0,1324.5-3474.0,-0.001-0.631,509.999-2155.5,0.582-0.702,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
709446783,Existing Customer,Male,4,Graduate,Single,$60K - $80K,Blue,38,3,3,2,40-49,32-48,2555.0-4549.0,1324.5-3474.0,-0.001-0.631,509.999-2155.5,0.818-3.714,0.503-0.999,1784.0-2517.0,9.999-45.0,Existing Customer
789115833,Existing Customer,Male,4,High School,Single,$60K - $80K,Blue,32,5,3,2,40-49,32-48,2555.0-4549.0,1324.5-3474.0,0.736-0.859,509.999-2155.5,0.702-0.818,0.176-0.503,359.0-1276.0,9.999-45.0,Existing Customer
711242058,Attrited Customer,Male,4,Unknown,Single,$80K - $120K,Blue,36,1,3,1,40-49,32-48,11067.5-34516.0,3474.0-9859.0,0.736-0.859,509.999-2155.5,-0.001-0.582,0.176-0.503,1784.0-2517.0,9.999-45.0,Attrited Customer
787623858,Existing Customer,Male,2,Uneducated,Divorced,$120K +,Silver,24,4,2,0,40-49,19-32,11067.5-34516.0,9859.0-34516.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,0.023-0.176,1784.0-2517.0,9.999-45.0,Existing Customer
709040508,Existing Customer,Male,4,Uneducated,Married,$120K +,Blue,38,6,6,2,50-59,32-48,11067.5-34516.0,9859.0-34516.0,0.859-3.397,2155.5-3899.0,0.702-0.818,0.023-0.176,1784.0-2517.0,45.0-67.0,Existing Customer
708864708,Existing Customer,Male,3,College,Unknown,$80K - $120K,Blue,36,4,2,2,40-49,32-48,11067.5-34516.0,9859.0-34516.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,0.023-0.176,1276.0-1784.0,9.999-45.0,Existing Customer
717758583,Existing Customer,Male,3,High School,Unknown,$60K - $80K,Blue,36,4,2,1,40-49,32-48,2555.0-4549.0,1324.5-3474.0,0.631-0.736,509.999-2155.5,0.818-3.714,0.503-0.999,1784.0-2517.0,9.999-45.0,Existing Customer
715416633,Existing Customer,Male,1,Unknown,Married,$80K - $120K,Blue,36,4,1,2,50-59,32-48,4549.0-11067.5,3474.0-9859.0,0.631-0.736,509.999-2155.5,-0.001-0.582,0.023-0.176,359.0-1276.0,45.0-67.0,Existing Customer
717956283,Existing Customer,Female,1,Graduate,Single,$40K - $60K,Blue,48,5,1,0,50-59,32-48,4549.0-11067.5,3474.0-9859.0,0.859-3.397,509.999-2155.5,-0.001-0.582,0.176-0.503,1784.0-2517.0,9.999-45.0,Existing Customer
721379433,Existing Customer,Male,4,Graduate,Married,$60K - $80K,Blue,28,6,2,3,40-49,19-32,11067.5-34516.0,9859.0-34516.0,0.631-0.736,509.999-2155.5,-0.001-0.582,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
712027683,Existing Customer,Female,2,Doctorate,Married,Less than $40K,Blue,35,3,2,2,40-49,32-48,4549.0-11067.5,3474.0-9859.0,0.736-0.859,509.999-2155.5,0.582-0.702,0.176-0.503,359.0-1276.0,9.999-45.0,Existing Customer
716027208,Existing Customer,Male,4,Doctorate,Married,$60K - $80K,Blue,36,4,1,1,40-49,32-48,11067.5-34516.0,9859.0-34516.0,0.859-3.397,509.999-2155.5,-0.001-0.582,0.023-0.176,359.0-1276.0,45.0-67.0,Existing Customer
720475233,Existing Customer,Female,2,High School,Married,Less than $40K,Blue,43,6,2,3,50-59,32-48,2555.0-4549.0,1324.5-3474.0,0.736-0.859,509.999-2155.5,0.818-3.714,0.176-0.503,1276.0-1784.0,9.999-45.0,Existing Customer
712275108,Existing Customer,Female,3,College,Married,$40K - $60K,Blue,33,4,3,3,50-59,32-48,4549.0-11067.5,3474.0-9859.0,0.859-3.397,509.999-2155.5,0.702-0.818,0.176-0.503,1276.0-1784.0,9.999-45.0,Existing Customer
718121658,Attrited Customer,Male,1,College,Married,$60K - $80K,Blue,44,5,3,3,50-59,32-48,1438.299-2555.0,1324.5-3474.0,0.631-0.736,509.999-2155.5,-0.001-0.582,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
711593808,Attrited Customer,Male,1,High School,Married,$60K - $80K,Blue,46,2,2,3,50-59,32-48,1438.299-2555.0,1324.5-3474.0,0.859-3.397,509.999-2155.5,0.818-3.714,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
716222808,Existing Customer,Female,4,High School,Married,Less than $40K,Blue,36,6,1,3,50-59,32-48,2555.0-4549.0,1324.5-3474.0,0.859-3.397,509.999-2155.5,0.818-3.714,0.176-0.503,359.0-1276.0,9.999-45.0,Existing Customer
718731183,Attrited Customer,Male,1,Unknown,Married,$40K - $60K,Blue,49,1,2,2,65+,49-72,4549.0-11067.5,3474.0-9859.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,0.023-0.176,359.0-1276.0,9.999-45.0,Attrited Customer
788779008,Existing Customer,Male,2,High School,Married,$60K - $80K,Blue,38,3,1,2,50-59,32-48,2555.0-4549.0,2.999-1324.5,-0.001-0.631,509.999-2155.5,0.818-3.714,0.503-0.999,1784.0-2517.0,9.999-45.0,Existing Customer
710404533,Existing Customer,Male,2,Graduate,Married,$80K - $120K,Blue,37,6,2,1,50-59,32-48,1438.299-2555.0,2.999-1324.5,0.631-0.736,509.999-2155.5,-0.001-0.582,0.503-0.999,359.0-1276.0,9.999-45.0,Existing Customer
711173058,Existing Customer,Female,2,Unknown,Married,Unknown,Blue,45,4,3,0,50-59,32-48,4549.0-11067.5,3474.0-9859.0,0.859-3.397,509.999-2155.5,0.702-0.818,0.176-0.503,1276.0-1784.0,9.999-45.0,Existing Customer
715383108,Existing Customer,Male,2,Graduate,Single,$120K +,Blue,44,5,1,1,50-59,32-48,11067.5-34516.0,9859.0-34516.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,0.023-0.176,1784.0-2517.0,45.0-67.0,Existing Customer
711697158,Existing Customer,Male,0,Graduate,Married,Less than $40K,Blue,36,6,2,2,65+,32-48,1438.299-2555.0,2.999-1324.5,0.859-3.397,509.999-2155.5,-0.001-0.582,0.503-0.999,1276.0-1784.0,9.999-45.0,Existing Customer
709186983,Existing Customer,Male,4,Uneducated,Married,$80K - $120K,Blue,40,3,1,1,40-49,32-48,4549.0-11067.5,3474.0-9859.0,0.736-0.859,509.999-2155.5,0.582-0.702,0.176-0.503,1784.0-2517.0,9.999-45.0,Existing Customer
808964433,Existing Customer,Female,4,Doctorate,Divorced,Less than $40K,Blue,41,4,1,1,40-49,32-48,4549.0-11067.5,3474.0-9859.0,0.736-0.859,509.999-2155.5,-0.001-0.582,0.023-0.176,1276.0-1784.0,9.999-45.0,Existing Customer
711948333,Existing Customer,Male,1,Uneducated,Married,$80K - $120K,Blue,36,6,1,2,40-49,32-48,4549.0-11067.5,3474.0-9859.0,0.631-0.736,509.999-2155.5,-0.001-0.582,0.023-0.176,359.0-1276.0,9.999-45.0,Existing Customer
710541858,Existing Customer,Male,3,High School,Married,Less than $40K,Blue,33,6,5,0,40-49,32-48,4549.0-11067.5,3474.0-9859.0,0.736-0.859,509.999-2155.5,0.818-3.714,0.176-0.503,1276.0-1784.0,9.999-45.0,Existing Customer
713865333,Attrited Customer,Female,4,Uneducated,Married,Less than $40K,Blue,38,3,4,3,40-49,32-48,4549.0-11067.5,3474.0-9859.0,0.859-3.397,509.999-2155.5,0.702-0.818,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
797707008,Attrited Customer,Female,3,Doctorate,Married,Less than $40K,Blue,38,6,1,3,40-49,32-48,4549.0-11067.5,3474.0-9859.0,0.631-0.736,509.999-2155.5,-0.001-0.582,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
713490483,Existing Customer,Male,0,Uneducated,Single,$80K - $120K,Blue,48,6,2,2,65+,32-48,11067.5-34516.0,9859.0-34516.0,0.631-0.736,509.999-2155.5,-0.001-0.582,-0.001-0.023,-0.001-359.0,45.0-67.0,Attrited Customer
720370533,Attrited Customer,Male,3,Uneducated,Married,$60K - $80K,Blue,44,3,2,2,50-59,32-48,1438.299-2555.0,1324.5-3474.0,0.736-0.859,509.999-2155.5,-0.001-0.582,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
779743908,Existing Customer,Male,4,Unknown,Divorced,$60K - $80K,Blue,29,4,2,2,40-49,19-32,4549.0-11067.5,3474.0-9859.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
718675158,Attrited Customer,Female,1,Unknown,Married,Less than $40K,Blue,36,4,1,3,50-59,32-48,1438.299-2555.0,2.999-1324.5,0.859-3.397,509.999-2155.5,0.582-0.702,0.176-0.503,359.0-1276.0,9.999-45.0,Attrited Customer
710784333,Existing Customer,Male,2,Unknown,Married,$120K +,Blue,36,3,2,2,50-59,32-48,11067.5-34516.0,9859.0-34516.0,0.859-3.397,509.999-2155.5,0.582-0.702,0.023-0.176,1276.0-1784.0,9.999-45.0,Existing Customer
816596583,Existing Customer,Male,2,Doctorate,Married,$80K - $120K,Blue,40,6,3,1,40-49,32-48,11067.5-34516.0,9859.0-34516.0,0.859-3.397,509.999-2155.5,-0.001-0.582,0.023-0.176,359.0-1276.0,45.0-67.0,Existing Customer
717517758,Existing Customer,Female,0,High School,Married,$40K - $60K,Blue,45,3,2,2,50-59,32-48,1438.299-2555.0,1324.5-3474.0,0.859-3.397,2155.5-3899.0,0.702-0.818,0.176-0.503,359.0-1276.0,9.999-45.0,Existing Customer
712880283,Existing Customer,Male,0,Uneducated,Married,$40K - $60K,Blue,22,3,3,0,30-39,19-32,2555.0-4549.0,1324.5-3474.0,0.631-0.736,509.999-2155.5,0.582-0.702,0.176-0.503,359.0-1276.0,9.999-45.0,Existing Customer
753226158,Existing Customer,Female,2,Graduate,Married,Less than $40K,Blue,24,6,2,2,30-39,19-32,2555.0-4549.0,1324.5-3474.0,0.859-3.397,509.999-2155.5,0.818-3.714,0.503-0.999,1784.0-2517.0,9.999-45.0,Existing Customer
720605808,Attrited Customer,Female,1,Graduate,Single,Less than $40K,Blue,36,2,2,3,50-59,32-48,1438.299-2555.0,1324.5-3474.0,0.631-0.736,509.999-2155.5,-0.001-0.582,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
758317233,Existing Customer,Female,1,College,Single,Unknown,Blue,28,4,5,2,30-39,19-32,2555.0-4549.0,1324.5-3474.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,0.176-0.503,1276.0-1784.0,45.0-67.0,Existing Customer
711028308,Existing Customer,Female,4,Graduate,Married,Less than $40K,Blue,36,4,1,0,40-49,32-48,1438.299-2555.0,1324.5-3474.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,-0.001-0.023,-0.001-359.0,9.999-45.0,Existing Customer
814852533,Existing Customer,Male,1,Graduate,Married,$80K - $120K,Blue,45,3,2,2,50-59,32-48,11067.5-34516.0,9859.0-34516.0,-0.001-0.631,509.999-2155.5,0.582-0.702,0.023-0.176,359.0-1276.0,45.0-67.0,Existing Customer
711526533,Existing Customer,Male,3,Post-Graduate,Married,$80K - $120K,Blue,25,4,2,3,30-39,19-32,11067.5-34516.0,9859.0-34516.0,0.859-3.397,509.999-2155.5,0.818-3.714,0.023-0.176,1784.0-2517.0,9.999-45.0,Existing Customer
804403908,Existing Customer,Male,3,Graduate,Single,$60K - $80K,Blue,45,4,2,3,50-59,32-48,11067.5-34516.0,9859.0-34516.0,0.631-0.736,509.999-2155.5,-0.001-0.582,0.023-0.176,359.0-1276.0,9.999-45.0,Existing Customer
716999883,Existing Customer,Male,4,High School,Married,$80K - $120K,Blue,41,5,2,0,50-59,32-48,11067.5-34516.0,9859.0-34516.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,0.023-0.176,1276.0-1784.0,9.999-45.0,Existing Customer
716452083,Existing Customer,Female,4,Unknown,Married,Less than $40K,Blue,46,5,3,2,50-59,32-48,2555.0-4549.0,1324.5-3474.0,0.859-3.397,509.999-2155.5,0.702-0.818,0.176-0.503,359.0-1276.0,45.0-67.0,Existing Customer
787599258,Existing Customer,Female,3,Graduate,Single,Less than $40K,Blue,29,6,1,2,50-59,19-32,4549.0-11067.5,3474.0-9859.0,-0.001-0.631,509.999-2155.5,0.582-0.702,0.176-0.503,1276.0-1784.0,9.999-45.0,Existing Customer
714495258,Existing Customer,Male,0,College,Single,Less than $40K,Blue,36,4,1,3,18-29,32-48,1438.299-2555.0,2.999-1324.5,-0.001-0.631,509.999-2155.5,-0.001-0.582,0.176-0.503,359.0-1276.0,9.999-45.0,Existing Customer
717713283,Existing Customer,Female,3,Graduate,Married,Less than $40K,Blue,33,6,3,3,40-49,32-48,4549.0-11067.5,3474.0-9859.0,0.859-3.397,509.999-2155.5,-0.001-0.582,0.023-0.176,359.0-1276.0,45.0-67.0,Existing Customer
789317883,Existing Customer,Male,2,College,Married,$80K - $120K,Blue,44,4,3,3,50-59,32-48,11067.5-34516.0,9859.0-34516.0,0.736-0.859,509.999-2155.5,0.818-3.714,0.023-0.176,1276.0-1784.0,9.999-45.0,Existing Customer
